FOOD -01.533000 013.267000 1864
FOOE  00.967000 013.950000 1673
FOOG -00.719000 008.751000 10
FOOK  00.583000 012.917000 1713
FOOL  00.458000 009.412000 36
FOOM  00.783000 011.550000 1900
FOON -01.652000 013.435000 1440
FOOR -00.833000 012.750000 1572
FOOT -02.888000 010.955000 266
FOOY -03.450000 010.683000 10
FPPR  01.663000 007.412000 577
FPST  00.378000 006.713000 30
FQBR -19.795000 034.899000 30
FQCB -14.815000 036.530000 1906
FQCH -19.149000 033.430000 2270
FQIN -23.867000 035.417000 30
FQLC -13.283000 035.250000 4459
FQLU -15.033000 040.667000 30
FQMA -25.920000 032.573000 141
FQMP -11.350000 040.350000 85
FQNP -15.100000 039.283000 1434
FQPB -12.983000 040.517000 328
FQQL -17.850000 036.867000 33
FQTE -16.183000 033.583000 489
FQTT -16.108000 033.640000 518
FQVL -22.017000 035.317000 43
FQXA -25.050000 033.633000 13
FSIA -04.672000 055.523000 10
FSSS -04.683000 055.533000 13
FTTA  09.151000 018.379000 1188
FTTC  13.847000 020.849000 1775
FTTD  08.620000 016.068000 1398
FTTJ  12.125000 015.025000 961
FTTK  12.383000 017.067000 974
FTTL  13.433000 014.733000 948
FTTM  12.167000 018.683000 1404
FTTN  11.033000 020.283000 1411
FTTP  09.383000 014.933000 1519
FTTY  17.916000 019.109000 764
FVBB -22.200000 030.017000 1496
FVBI -17.650000 027.317000 1936
FVBU -20.018000 028.625000 4337
FVCH -20.183000 032.650000 3720
FVCZ -21.009000 031.579000 1411
FVFA -18.093000 025.840000 3465
FVGO -18.200000 028.917000 4170
FVHA -17.932000 031.094000 4869
FVKA -16.833000 029.617000 4406
FVKB -16.519000 028.885000 1693
FVMT -17.417000 032.217000 3924
FVMV -20.061000 030.862000 3570
FVRU -18.577000 032.117000 4528
FVTL -19.442000 029.858000 4649
FVWN -18.633000 027.008000 3517
FWCL -15.679000 034.968000 2536
FWCT -09.700000 033.267000 4239
FWKA -09.950000 033.883000 1752
FWMG -14.433000 035.250000 1591
FWMZ -11.883000 033.617000 4426
FWUU -11.433000 034.017000 4088
FXMM -29.454000 027.555000 5315
FXMU -29.303000 027.503000 5069
FYGF -19.600000 018.133000 4603
FYKT -26.541000 018.114000 3481
FYLZ -26.683000 015.250000 420
FYRK -22.983000 014.650000 289
FYRU -17.950000 019.717000 3576
FYWH -22.480000 017.471000 5600
FZAA -04.385000 015.449000 1007
FZAG -05.933000 012.350000 85
FZAM -05.800000 013.433000 1106
FZAN -05.517000 013.583000 735
FZBA -01.950000 018.283000 1030
FZBO -03.300000 017.383000 1053
FZCA -05.033000 018.783000 1562
FZCS -04.917000 017.067000 1847
FZEA  00.028000 018.290000 1030
FZFK  03.267000 019.767000 1368
FZGN -00.233000 020.867000 1158
FZIA  00.517000 025.155000 1280
FZIC  00.481000 025.333000 1407
FZMB  00.133000 029.267000 6037
FZNA -01.667000 029.233000 5052
FZNC -01.167000 029.417000 3681
FZOA -02.933000 025.900000 1617
FZQA -11.591000 027.525000 4265
FZQM -10.767000 025.500000 4885
FZRA -07.283000 027.400000 2060
FZRF -05.867000 029.250000 2549
FZRQ -05.400000 027.000000 1837
FZSA -08.627000 025.248000 3517
FZUA -05.900000 022.467000 2123
FZUK -06.433000 020.800000 1581
FZVA -03.417000 023.450000 1634
FZVI -04.967000 023.383000 1398
FZVS -04.317000 020.600000 1440
FZWA -06.117000 023.567000 2205
GABG  11.417000-007.500000 1129
GABS  12.538000-007.943000 1237
GAGO  16.248000-000.006000 863
GAHB  15.333000-001.683000 942
GAKA  12.850000-011.233000 433
GAKL  18.433000 001.417000 1483
GAKO  12.350000-005.433000 1230
GAKT  13.067000-009.467000 1093
GAKY  14.433000-011.435000 154
GAMB  14.509000-004.084000 899
GAMK  15.850000 002.433000 892
GANK  15.233000-007.267000 883
GANR  15.233000-009.583000 771
GASG  13.400000-006.150000 945
GASK  11.333000-005.700000 1368
GASN  13.333000-004.833000 928
GATB  16.734000-002.999000 856
GATS  20.246000 000.981000 1598
GBYD  13.343000-016.658000 92
GCFV  28.453000-013.864000 69
GCHI  27.815000-017.887000 102
GCLA  28.627000-017.756000 105
GCLP  27.932000-015.387000 75
GCRR  28.946000-013.605000 46
GCTS  28.045000-016.573000 207
GCXO  28.483000-016.341000 2057
GEML  35.280000-002.956000 154
GFLL  08.617000-013.196000 82
GGBF  12.167000-014.667000 138
GGOV  11.889000-015.658000 128
GLRB  06.240000-010.360000 30
GMAA  30.383000-009.567000 85
GMAD  30.325000-009.413000 249
GMAT  28.446000-011.158000 646
GMFF  33.933000-004.967000 1886
GMFI  33.500000-005.167000 5420
GMFK  31.950000-004.400000 3402
GMFM  33.883000-005.533000 1877
GMFN  35.150000-002.917000 10
GMFO  34.789000-001.927000 1522
GMFZ  34.233000-003.950000 1873
GMMC  33.556000-007.663000 200
GMME  34.050000-006.757000 272
GMMF  29.367000-010.185000 187
GMMI  31.400000-009.683000 381
GMML  27.167000-013.217000 203
GMMN  33.367000-007.583000 650
GMMS  32.283000-009.233000 167
GMMW  34.992000-003.029000 568
GMMX  31.611000-008.043000 1522
GMMY  34.300000-006.600000 16
GMMZ  30.933000-006.900000 3753
GMTA  35.183000-003.833000 85
GMTN  35.600000-005.317000 10
GMTT  35.723000-005.909000 59
GOGG  12.556000-016.275000 72
GOGK  12.900000-014.967000 118
GOGS  12.389000-016.742000 49
GOOD  14.650000-016.233000 23
GOOG  15.383000-015.117000 66
GOOK  14.150000-016.050000 23
GOOY  14.744000-017.479000 82
GOSM  15.600000-013.317000 82
GOSP  16.683000-014.967000 20
GOSS  16.050000-016.461000 10
GOTK  12.567000-012.217000 577
GOTT  13.733000-013.658000 157
GQNA  16.717000-009.633000 942
GQNB  17.533000-014.717000 118
GQND  18.567000-011.433000 1306
GQNF  16.583000-011.400000 420
GQNI  16.622000-007.314000 751
GQNJ  19.733000-014.383000 400
GQNK  16.160000-013.507000 72
GQNN  18.096000-015.950000 3
GQNR  16.500000-015.817000 16
GQPA  20.501000-013.047000 755
GQPP  20.928000-017.031000 7
GQPT  25.233000-011.583000 1184
GSVO  23.700000-015.867000 33
GUCY  09.577000-013.612000 72
GUFH  10.006000-010.760000 1463
GUID  10.050000-012.867000 1503
GUKU  09.169000-010.122000 1795
GULB  11.326000-012.287000 3373
GUMA  08.484000-009.537000 1677
GUNZ  07.806000-008.702000 1644
GUOK  10.956000-014.307000 161
GUSI  11.401000-009.187000 1286
GUXD  10.450000-009.233000 1224
GVAC  16.742000-022.949000 174
GVFM  14.924000-023.493000 226
HAAB  08.977000 038.798000 7575
HAAG  15.550000 037.883000 2054
HAAW  08.983000 040.167000 3451
HAAX  14.117000 038.717000 6952
HABD  11.583000 037.317000 5958
HADC  11.083000 039.717000 6076
HADM  10.333000 037.767000 8081
HADR  09.638000 041.848000 3799
HAGH  07.150000 040.717000 6457
HAGN  12.533000 037.433000 6407
HAGR  08.167000 035.550000 6535
HAHM  08.733000 039.000000 6122
HAJJ  09.333000 042.717000 5394
HAJM  07.667000 036.833000 5482
HALA  07.250000 038.500000 5413
HAMK  13.467000 039.545000 7320
HAML  06.350000 039.783000 4150
HAMS  15.617000 039.450000 33
HASB  13.067000 042.717000 46
HASO  10.067000 034.550000 5223
HATS  15.117000 036.683000 2018
HBBA -03.318000 029.317000 2562
HCMI  10.383000 044.950000 30
HCMK -00.346000 042.467000 46
HCMM  02.013000 045.305000 30
HCMN  04.700000 045.217000 554
HCMV  09.500000 045.567000 3376
HDAM  11.548000 043.159000 46
HEAR  31.073000 033.836000 118
HEAX  31.182000 029.946000 -7
HEBA  30.918000 029.696000 177
HEBL  22.376000 031.612000 610
HECA  30.111000 031.414000 377
HEGN  27.184000 033.800000 49
HELX  25.671000 032.706000 292
HEMM  31.325000 027.222000 92
HEPS  31.279000 032.240000 7
HESC  28.685000 034.063000 4337
HESH  27.979000 034.393000 141
HESN  23.964000 032.822000 656
HETR  28.217000 033.635000 112
HFFF  11.550000 043.150000 43
HHAS  15.285000 038.902000 7608
HKEL  00.407000 035.236000 6893
HKJK -01.319000 036.926000 5292
HKKS -00.667000 034.783000 4898
HKMO -04.025000 039.597000 194
HKMU -02.283000 037.833000 3255
HKNI -00.367000 036.967000 5791
HLGT  25.137000 010.145000 2280
HLKF  24.177000 023.315000 1355
HLLB  32.098000 020.271000 430
HLLS  27.010000 014.431000 1417
HLLT  32.669000 013.157000 259
HLTD  30.117000 009.517000 1060
HRYG -01.677000 029.259000 5052
HRYR -01.967000 030.133000 4856
HSAT  17.713000 034.054000 1171
HSDN  19.154000 030.429000 768
HSDZ  11.791000 034.336000 1555
HSFS  13.617000 025.317000 2385
HSGF  14.133000 035.317000 1886
HSGN  13.489000 022.450000 2631
HSKA  15.387000 036.329000 1654
HSKI  13.189000 032.731000 1289
HSLI  11.033000 029.750000 1670
HSNL  12.067000 024.900000 2133
HSNR  13.550000 033.617000 1371
HSOB  13.159000 030.249000 1870
HSPN  19.433000 037.233000 135
HSRN  11.750000 032.800000 1240
HSSJ  04.872000 031.593000 1496
HSSM  09.558000 031.650000 1260
HSSP  19.576000 037.217000 10
HSSS  15.585000 032.557000 1250
HSSW  21.750000 031.508000 951
HTAR -03.367000 036.633000 4518
HTBU -01.333000 031.817000 3717
HTDA -06.878000 039.203000 180
HTDO -06.170000 035.749000 3648
HTIR -07.671000 035.750000 4646
HTKA -04.885000 029.670000 2680
HTKI -08.917000 039.483000 56
HTKJ -03.429000 037.075000 2910
HTMB -08.915000 033.457000 5561
HTMG -06.800000 037.650000 1732
HTMS -03.367000 037.317000 2782
HTMT -10.336000 040.182000 367
HTNA -10.367000 038.800000 1388
HTPE -05.267000 039.833000 79
HTSE -04.083000 037.700000 2979
HTSO -10.683000 035.583000 3422
HTTG -05.100000 039.067000 128
HTZA -06.219000 039.225000 52
HUAR  03.050000 030.917000 3924
HUEN  00.041000 032.441000 3757
HUFP  00.667000 030.283000 5030
HUGU  02.800000 032.275000 3484
HUJI  00.450000 033.200000 3829
HUKB -01.250000 029.983000 6125
HUKS  00.188000 030.102000 3123
HULI  02.250000 032.900000 3556
HUMA -00.550000 030.600000 4567
HUMI  01.750000 031.750000 3822
HUSO  01.722000 033.619000 3671
K01R  31.133000-092.567000 220
K01T  28.133000-094.400000 98
K03Y  48.783000-096.950000 820
K07S  47.974000-117.428000 2205
K0B9  43.333000-070.400000 39
K0E4  34.233000-111.333000 4915
K0L3  34.017000-118.817000 20
K0V1  43.733000-103.611000 5614
K0W8  37.933000-075.383000 7
K0Y2  44.783000-087.317000 577
K0Y7  40.631000-093.901000 1129
K12B  43.117000-070.483000 3
K12N  41.009000-074.737000 581
K13G  43.267000-079.067000 269
K14B  44.150000-068.250000 3
K14C  44.633000-086.250000 571
K15B  43.650000-070.033000 3
K15C  43.017000-087.950000 587
K16B  44.033000-068.867000 3
K16C  42.583000-087.750000 732
K17C  43.950000-086.467000 597
K18B  43.767000-069.333000 3
K18C  41.717000-086.917000 581
K18N  41.300000-072.083000 26
K19C  43.233000-086.333000 597
K19D  45.883000-093.267000 1014
K19G  42.883000-078.883000 591
K19R  28.683000-091.217000 59
K1J1  31.133000-081.367000 3
K1J2  32.017000-080.850000 7
K1J3  29.067000-080.917000 10
K1J5  30.317000-087.250000 7
K1K5  37.000000-101.883000 3615
K1L2  34.000000-118.500000 7
K1O5  41.733000-122.550000 2526
K1S4  45.769000-122.862000 52
K1V1  39.533000-107.800000 5322
K1V4  44.419000-072.019000 696
K1W9  34.183000-077.817000 10
K20B  44.100000-069.100000 3
K20C  42.117000-086.483000 577
K20G  41.917000-080.800000 584
K20J  44.533000-067.617000 16
K21C  43.750000-087.700000 3
K21G  41.550000-082.733000 643
K22G  41.346000-082.179000 794
K23B  43.667000-069.767000 3
K23G  41.500000-081.717000 594
K24B  44.800000-066.950000 3
K24G  41.700000-083.450000 591
K25B  43.067000-070.717000 3
K25G  42.117000-080.083000 574
K26B  42.967000-070.617000 3
K26G  43.250000-077.600000 269
K27B  43.167000-070.600000 39
K27G  41.467000-082.183000 577
K27U  45.183000-113.900000 3970
K27Y  46.667000-085.983000 600
K28G  43.467000-076.517000 256
K28K  27.883000-091.500000 3
K28Y  45.017000-085.950000 581
K29B  42.317000-070.883000 0
K29G  41.217000-081.250000 1198
K29J  34.984000-081.056000 666
K29Y  47.083000-090.733000 630
K2B8  43.617000-070.200000 75
K2C2  32.383000-106.483000 4081
K2DP  35.667000-075.900000 10
K2G6  41.626000-080.212000 1398
K2H1  33.567000-118.133000 118
K2I4  39.900000-083.133000 919
K2I8  40.023000-082.462000 883
K2L6  33.967000-118.433000 26
K2L7  32.983000-117.267000 16
K2PJ  33.850000-080.483000 223
K2S9  46.700000-123.817000 16
K2U7  44.171000-114.927000 6496
K2V9  38.600000-106.917000 7808
K2WX  45.604000-103.546000 3002
K30B  41.783000-070.500000 3
K30G  43.633000-083.850000 581
K30N  41.217000-072.667000 49
K30Y  46.767000-092.083000 610
K31B  41.667000-069.950000 3
K31G  42.333000-082.967000 581
K31Y  47.467000-088.167000 610
K32N  41.200000-072.100000 20
K32Y  47.233000-088.633000 623
K33B  41.383000-071.033000 3
K33G  43.000000-082.417000 581
K34B  42.583000-070.667000 3
K34N  40.950000-073.400000 3
K35B  42.817000-070.867000 3
K36B  42.050000-070.183000 3
K36Y  44.617000-086.200000 600
K37B  42.200000-070.717000 3
K38Y  45.850000-084.717000 577
K39Y  44.250000-083.433000 584
K3B1  45.462000-069.595000 1001
K3B2  42.100000-070.683000 10
K3DU  46.667000-113.150000 3944
K3HE  42.633000-083.983000 961
K3HT  46.433000-109.833000 4160
K3KM  37.750000-097.219000 1417
K3L3  33.600000-117.883000 10
K3O6  37.800000-122.367000 26
K3OI  40.617000-093.950000 1122
K3R5  29.709000-098.045000 646
K3RN  44.833000-084.550000 1270
K3S2  45.250000-122.767000 197
K3SE  43.167000-095.150000 1325
K3SM  39.586000-085.800000 804
K3SZ  38.931000-090.433000 436
K3TH  47.600000-115.367000 2379
K40B  46.617000-069.533000 1030
K40J  30.072000-083.574000 43
K40N  39.983000-075.867000 659
K40Y  45.067000-083.550000 584
K41G  42.850000-084.483000 856
K41I  28.467000-091.783000 98
K43F  45.100000-094.500000 1138
K43S  47.667000-122.433000 13
K44N  41.700000-073.733000 699
K44W  35.150000-075.300000 3
K44Y  46.500000-084.333000 577
K45B  41.283000-070.083000 26
K45N  40.633000-073.267000 16
K45W  35.117000-075.983000 7
K48N  41.067000-071.933000 3
K49N  40.783000-072.750000 3
K4BK  42.050000-124.283000 79
K4BL  37.617000-109.467000 6037
K4BQ  45.433000-105.400000 3025
K4CB  35.267000-117.433000 2835
K4CR  34.100000-105.683000 6499
K4DG  42.750000-105.383000 4846
K4HV  38.367000-110.717000 4311
K4L7  33.867000-118.400000 26
K4LW  42.217000-120.350000 4774
K4MR  34.300000-103.800000 4350
K4MY  34.983000-106.050000 6201
K4OM  48.417000-119.533000 1227
K4SL  35.800000-107.183000 6909
K4SU  36.333000-117.100000 3156
K4SV  42.017000-113.250000 5289
K4V5  37.283000-107.867000 6601
K50N  40.567000-073.883000 10
K50Q  37.700000-123.000000 39
K51N  40.583000-073.550000 3
K51Q  37.750000-122.700000 16
K52N  39.000000-074.817000 7
K52Q  38.050000-122.267000 59
K53D  45.650000-095.383000 1388
K53Q  37.500000-122.500000 131
K53S  48.117000-122.750000 3
K54N  40.100000-074.017000 3
K54Q  36.800000-121.800000 16
K55N  39.383000-074.417000 13
K56N  40.467000-074.017000 16
K5B5  42.890000-073.246000 827
K5I3  37.483000-082.517000 1463
K5L8  33.767000-118.167000 10
K61N  38.617000-075.067000 3
K61W  38.917000-076.467000 26
K62G  42.067000-087.683000 600
K62W  36.933000-076.000000 3
K63G  41.717000-087.533000 591
K63W  37.483000-076.317000 3
K64W  37.533000-075.617000 3
K65W  38.900000-076.433000 3
K66W  38.383000-076.383000 3
K67B  41.450000-071.350000 49
K67W  39.333000-076.100000 26
K6B1  43.278000-070.922000 322
K6L9  33.650000-118.000000 115
K6R0  30.343000-089.822000 26
K6R6  30.048000-102.213000 2320
K76S  48.250000-122.667000 190
K77M  42.317000-113.333000 4511
K77W  34.600000-076.533000 13
K78W  33.883000-078.017000 3
K79J  31.300000-086.383000 308
K79W  35.767000-075.517000 3
K7A9  32.083000-084.367000 525
K7G2  41.779000-080.697000 922
K7R2  29.217000-090.233000 7
K7R3  29.700000-091.100000 7
K7R4  29.783000-092.133000 16
K7R5  29.783000-093.300000 3
K7R8  28.300000-091.983000 3
K82S  46.283000-124.050000 180
K83S  43.350000-124.333000 75
K84J  32.683000-079.883000 10
K84Q  40.433000-124.500000 26
K84S  46.917000-124.100000 20
K85J  33.217000-079.183000 26
K85Q  36.967000-122.000000 3
K86J  32.767000-079.850000 10
K86Q  41.833000-124.400000 148
K86S  48.317000-122.850000 3
K87Q  35.666000-121.285000 56
K87S  47.900000-124.633000 3
K88Q  40.767000-124.233000 7
K88S  45.567000-123.917000 49
K89Q  38.950000-123.733000 59
K8B9  44.350000-068.133000 39
K8D3  45.669000-096.991000 1161
K8R0  30.367000-088.567000 26
K8R1  30.233000-088.033000 3
K8R5  29.267000-089.950000 7
K8R6  29.783000-093.350000 3
K8R8  28.950000-095.300000 7
K8Y8  46.267000-092.567000 1148
K90S  43.683000-124.167000 135
K91Q  37.850000-122.417000 240
K91S  47.517000-122.417000 3
K92Q  38.317000-123.050000 10
K92S  42.833000-124.567000 187
K93Q  37.183000-122.400000 3
K93S  48.383000-124.733000 85
K94B  43.450000-070.317000 30
K94Q  37.800000-122.517000 3
K95B  44.117000-076.333000 246
K95Q  36.633000-121.933000 20
K95S  44.617000-124.050000 3
K96B  44.083000-069.033000 49
K96Q  41.050000-124.150000 190
K96S  48.167000-123.100000 39
K97Q  38.000000-123.017000 285
K97S  47.917000-122.533000 3
K98Q  38.150000-121.700000 3
K99Q  38.033000-122.033000 39
K99S  47.383000-122.367000 0
K9B2  44.933000-072.200000 764
K9B5  44.283000-068.267000 39
K9F2  29.100000-090.200000 7
K9L0  33.450000-117.683000 49
K9R0  29.333000-094.767000 3
K9R1  27.833000-097.067000 3
K9V9  43.767000-099.318000 1693
KA21  60.784000-148.846000 102
KAAF  29.728000-085.027000 20
KAAO  37.748000-097.221000 1407
KAAT  41.483000-120.565000 4344
KABE  40.652000-075.440000 390
KABI  32.411000-099.682000 1778
KABQ  35.040000-106.609000 5318
KABR  45.449000-098.422000 1293
KABX  35.150000-106.817000 5951
KABY  31.536000-084.195000 194
KACB  44.989000-085.198000 617
KACK  41.253000-070.060000 46
KACQ  44.074000-093.553000 1115
KACT  31.611000-097.231000 512
KACV  40.978000-124.109000 217
KACY  39.458000-074.577000 72
KADG  41.869000-084.075000 791
KADH  34.804000-096.671000 1007
KADM  34.303000-097.020000 755
KADQ  57.751000-152.486000 72
KADS  32.969000-096.836000 640
KADU  41.701000-094.921000 1276
KADW  38.811000-076.867000 276
KAEG  35.145000-106.795000 5797
KAEL  43.682000-093.367000 1250
KAEX  31.327000-092.549000 85
KAFF  38.970000-104.813000 6529
KAFJ  40.137000-080.290000 1175
KAFN  42.805000-072.003000 1030
KAFW  32.988000-097.319000 715
KAGC  40.354000-079.930000 1243
KAGR  27.650000-081.333000 66
KAGS  33.370000-081.965000 141
KAHN  33.949000-083.326000 801
KAIA  42.053000-102.804000 3901
KAID  40.109000-085.613000 912
KAIG  45.154000-089.111000 1509
KAIO  41.407000-095.047000 1171
KAIT  46.548000-093.677000 1194
KAIZ  38.096000-092.550000 863
KAKH  35.203000-081.150000 791
KAKO  40.176000-103.222000 4682
KAKQ  36.987000-077.001000 112
KAKR  41.038000-081.467000 1060
KAKW  55.576000-133.076000 49
KALB  42.748000-073.803000 282
KALI  27.741000-098.027000 174
KALM  32.840000-105.991000 4170
KALN  38.890000-090.046000 538
KALO  42.557000-092.400000 866
KALS  37.435000-105.867000 7487
KALW  46.095000-118.288000 1194
KAMA  35.219000-101.706000 3583
KAMG  31.536000-082.507000 197
KAMN  43.322000-084.688000 748
KAMW  41.992000-093.622000 948
KAMX  25.617000-080.417000 112
KANB  33.588000-085.858000 607
KAND  34.495000-082.709000 774
KANE  45.145000-093.211000 906
KANJ  46.479000-084.368000 709
KANN  55.030000-131.576000 118
KANW  42.579000-099.993000 2569
KAOH  40.707000-084.027000 968
KAOO  40.296000-078.320000 1493
KAPA  39.570000-104.849000 5843
KAPC  38.213000-122.281000 30
KAPF  26.153000-081.775000 7
KAPG  39.466000-076.169000 56
KAPN  45.078000-083.560000 682
KAPV  34.575000-117.186000 3038
KAQP  45.228000-096.004000 1010
KAQW  42.696000-073.170000 650
KARA  30.038000-091.884000 23
KARB  42.223000-083.746000 833
KARG  36.125000-090.925000 269
KARR  41.771000-088.473000 705
KART  43.992000-076.022000 322
KARV  45.928000-089.731000 1617
KASD  30.345000-089.821000 26
KASE  39.223000-106.869000 7766
KASG  36.176000-094.119000 1342
KASH  42.782000-071.515000 197
KASJ  36.298000-077.171000 66
KAST  46.158000-123.879000 13
KASX  46.549000-090.919000 820
KATL  33.640000-084.427000 1017
KATS  32.853000-104.468000 3517
KATW  44.257000-088.520000 909
KATX  48.200000-122.500000 607
KATY  44.914000-097.155000 1736
KAUB  32.600000-085.500000 650
KAUG  44.321000-069.797000 348
KAUH  40.894000-097.995000 1791
KAUM  43.665000-092.933000 1224
KAUO  32.616000-085.434000 768
KAUS  30.195000-097.670000 538
KAUW  44.929000-089.627000 1191
KAVC  36.688000-078.055000 436
KAVL  35.436000-082.542000 2149
KAVP  41.338000-075.724000 955
KAVX  33.405000-118.416000 1591
KAWG  41.276000-091.673000 748
KAWH  41.667000-115.783000 6240
KAWI  70.639000-160.007000 30
KAWO  48.161000-122.159000 135
KAXA  43.078000-094.272000 1211
KAXN  45.866000-095.395000 1414
KAXO  29.250000-089.967000 7
KAYE  42.567000-071.600000 269
KAYS  31.249000-082.395000 138
KAZO  42.235000-085.552000 866
KB23  40.600000-116.867000 4531
KBAB  39.136000-121.437000 112
KBAD  32.502000-093.663000 164
KBAF  42.158000-072.716000 269
KBAK  39.262000-085.896000 650
KBAX  43.781000-082.986000 758
KBAZ  29.705000-098.042000 646
KBBB  45.332000-095.651000 1030
KBBW  41.436000-099.642000 2530
KBCB  37.208000-080.408000 2116
KBCE  37.706000-112.146000 7536
KBCG  30.117000-091.550000 33
KBCT  26.379000-080.108000 10
KBDE  48.727000-094.610000 1076
KBDF  41.233000-089.617000 810
KBDL  41.939000-072.683000 171
KBDR  41.164000-073.126000 10
KBED  42.470000-071.289000 131
KBEH  42.129000-086.429000 636
KBET  60.786000-161.826000 128
KBFD  41.803000-078.640000 2126
KBFF  41.874000-103.596000 3940
KBFI  47.530000-122.302000 16
KBFL  35.434000-119.057000 502
KBFM  30.627000-088.068000 23
KBFW  47.249000-091.416000 1079
KBGD  35.700000-101.394000 3031
KBGM  42.209000-075.980000 1624
KBGR  44.807000-068.828000 190
KBHB  44.450000-068.362000 82
KBHK  46.348000-104.259000 2953
KBHM  33.563000-086.754000 640
KBHX  40.500000-124.300000 2516
KBID  41.167000-071.583000 108
KBIE  40.301000-096.754000 1312
KBIF  31.850000-106.381000 3924
KBIG  63.994000-145.693000 1276
KBIH  37.373000-118.364000 4091
KBIL  45.808000-108.543000 3622
KBIS  46.774000-100.747000 1647
KBIV  42.743000-086.105000 682
KBIX  30.411000-088.924000 33
KBJC  39.909000-105.117000 5630
KBJI  47.509000-094.934000 1378
KBJJ  40.875000-081.888000 1125
KBKE  44.837000-117.809000 3350
KBKF  39.702000-104.752000 5623
KBKL  41.518000-081.684000 577
KBKT  37.074000-077.957000 433
KBKV  28.474000-082.455000 75
KBKW  37.787000-081.124000 2487
KBKX  44.305000-096.817000 1637
KBLF  37.296000-081.208000 2838
KBLH  33.619000-114.717000 394
KBLI  48.792000-122.538000 167
KBLM  40.187000-074.125000 157
KBLU  39.275000-120.709000 5246
KBLV  38.545000-089.834000 453
KBLX  46.417000-109.017000 3665
KBMG  39.146000-086.617000 840
KBMI  40.478000-088.916000 863
KBML  44.575000-071.176000 1152
KBMQ  30.739000-098.239000 1273
KBMX  33.167000-086.750000 758
KBNA  36.125000-086.678000 594
KBNO  43.592000-118.955000 4121
KBNW  42.050000-093.848000 1152
KBNY  40.883000-121.667000 3140
KBOI  43.564000-116.223000 2848
KBOS  42.364000-071.005000 16
KBOW  27.943000-081.783000 121
KBOX  41.950000-071.133000 233
KBPI  42.585000-110.111000 6942
KBPK  36.369000-092.470000 919
KBPT  29.951000-094.021000 13
KBQK  31.259000-081.466000 23
KBRD  46.398000-094.137000 1217
KBRL  40.783000-091.125000 692
KBRO  25.907000-097.426000 20
KBSM  30.179000-097.680000 538
KBTL  42.307000-085.252000 945
KBTM  45.955000-112.498000 5509
KBTP  40.777000-079.950000 1237
KBTR  30.533000-091.150000 69
KBTT  66.916000-151.509000 643
KBTV  44.473000-073.150000 331
KBUF  42.941000-078.732000 719
KBUR  34.201000-118.359000 771
KBUY  36.049000-079.475000 610
KBVE  29.333000-089.400000 0
KBVI  40.773000-080.391000 1243
KBVO  36.763000-096.011000 705
KBVX  35.726000-091.647000 459
KBVY  42.584000-070.917000 105
KBWD  31.794000-098.956000 1375
KBWG  36.965000-086.420000 541
KBWI  39.175000-076.668000 144
KBYG  44.381000-106.722000 4934
KBYH  35.964000-089.943000 249
KBYI  42.543000-113.772000 4121
KBYS  35.283000-116.617000 2349
KBZN  45.777000-111.153000 4442
KC19  42.750000-086.100000 689
KC58  44.133000-087.550000 577
KC73  41.833000-089.450000 787
KC96  39.883000-105.767000 9091
KCAD  44.275000-085.419000 1296
KCAE  33.939000-081.120000 233
KCAG  40.495000-107.522000 6152
KCAK  40.916000-081.443000 1217
KCAO  36.446000-103.155000 4928
KCAR  46.872000-068.018000 620
KCAV  42.742000-093.759000 1152
KCBF  41.260000-095.760000 1243
KCBG  45.559000-093.265000 938
KCBM  33.645000-088.446000 217
KCCO  33.312000-084.770000 961
KCCR  37.990000-122.057000 23
KCCX  40.917000-078.000000 2487
KCCY  43.073000-092.611000 1115
KCDC  37.701000-113.099000 5584
KCDH  33.623000-092.763000 128
KCDR  42.838000-103.095000 3274
KCDS  34.434000-100.288000 1939
KCDV  60.489000-145.451000 39
KCDW  40.875000-074.281000 171
KCEC  41.780000-124.237000 56
KCEF  42.198000-072.534000 243
KCEU  34.672000-082.886000 886
KCEW  30.779000-086.522000 210
KCEZ  37.303000-108.628000 5876
KCFV  37.094000-095.572000 748
KCGF  41.565000-081.486000 873
KCGI  37.225000-089.571000 338
KCGX  41.859000-087.608000 587
KCGZ  32.955000-111.767000 1453
KCHA  35.035000-085.204000 676
KCHD  33.269000-111.811000 1234
KCHH  41.667000-069.967000 46
KCHI  42.000000-087.883000 594
KCHK  35.096000-097.966000 1142
KCHO  38.139000-078.453000 633
KCHS  32.899000-080.041000 43
KCIC  39.795000-121.858000 236
KCID  41.885000-091.711000 856
KCIN  42.046000-094.789000 1194
KCIU  46.248000-084.471000 794
KCJR  38.527000-077.859000 308
KCKB  39.294000-080.229000 1204
KCKC  47.838000-090.383000 1785
KCKL  32.900000-087.250000 459
KCKN  47.842000-096.622000 892
KCKV  36.622000-087.415000 545
KCLE  41.411000-081.849000 784
KCLI  44.614000-088.731000 814
KCLL  30.589000-096.364000 315
KCLM  48.120000-123.500000 289
KCLT  35.214000-080.943000 741
KCMA  34.214000-119.094000 72
KCMH  39.998000-082.892000 807
KCMI  40.039000-088.278000 748
KCMX  47.168000-088.489000 1086
KCMY  43.958000-090.738000 830
KCNC  41.020000-093.360000 1040
KCNK  39.549000-097.652000 1473
KCNM  32.338000-104.263000 3271
KCNO  33.975000-117.636000 646
KCNU  37.669000-095.485000 994
